20240612 140100;5506;5506.75;5504.5;5505.75;111
20240612 140200;5505.25;5507.25;5505;5507;94
20240612 140300;5507;5508;5506.5;5507;86
20240612 140400;5507.75;5508.75;5506.75;5507;51
20240612 140500;5507.5;5508.75;5507;5508;96
20240612 140600;5508.25;5508.75;5507;5507;64
20240612 140700;5506.75;5508.5;5506;5506.5;221
20240612 140800;5507;5507;5506.25;5506.25;28
20240612 140900;5506.25;5506.5;5505.25;5505.25;58
20240612 141000;5505.25;5506.25;5504.75;5506.25;54
20240612 141100;5505.75;5506.25;5504.75;5505.75;130
20240612 141200;5505.75;5506.75;5505.75;5506.75;101
20240612 141300;5506.5;5506.75;5506;5506.75;23
20240612 141400;5507.25;5508.5;5507;5508.25;76
20240612 141500;5508.5;5510.75;5508.5;5510.5;85
20240612 141600;5510.5;5513.75;5510.5;5513.75;86
20240612 141700;5513.75;5513.75;5511.25;5512;61
20240612 141800;5512;5512.5;5511.5;5512.5;62
20240612 141900;5512.5;5512.75;5511.75;5512.25;53
20240612 142000;5512.25;5512.75;5511.75;5512.75;50
20240612 142100;5512.75;5513.5;5512.25;5513.25;94
20240612 142200;5513.25;5513.25;5511.75;5512.5;76
20240612 142300;5512.25;5513.5;5512;5513.5;44
20240612 142400;5513.5;5513.5;5512.5;5513.5;40
20240612 142500;5513.25;5514.25;5513.25;5514;65
20240612 142600;5514;5515.25;5513.75;5515.25;173
20240612 142700;5515;5516.75;5515;5516.75;98
20240612 142800;5516.75;5517;5516.25;5516.75;45
20240612 142900;5517;5517.75;5517;5517.5;114
20240612 143000;5517.25;5518.5;5516.75;5518.5;80
20240612 143100;5518.25;5518.25;5515;5516.75;132
20240612 143200;5516.25;5516.5;5515.25;5516.5;85
20240612 143300;5516.25;5517.75;5516;5517.75;50
20240612 143400;5517.25;5518.75;5516.5;5518.75;106
20240612 143500;5518.5;5518.5;5517.25;5518.5;63
20240612 143600;5518.25;5518.25;5516.75;5517.75;109
20240612 143700;5518;5518.25;5517.5;5517.75;54
20240612 143800;5517.5;5517.75;5516.5;5517.75;56
20240612 143900;5517.5;5517.5;5517;5517;62
20240612 144000;5517;5517.25;5513.75;5514.75;160
20240612 144100;5514.75;5515;5513.75;5513.75;135
20240612 144200;5513.75;5515.25;5513.75;5515.25;74
20240612 144300;5515.25;5515.5;5514.25;5514.75;84
20240612 144400;5514.5;5514.5;5511.25;5511.75;138
20240612 144500;5511.75;5512.25;5508.25;5510.25;179
20240612 144600;5509.5;5511.75;5508.75;5511.5;215
20240612 144700;5511.5;5512.25;5509.75;5512.25;93
20240612 144800;5512.25;5513.5;5512.25;5513.25;53
20240612 144900;5513.25;5514.5;5513;5514.25;47
20240612 145000;5515;5515;5513;5513.75;56
20240612 145100;5513.75;5514;5511.75;5512.75;106
20240612 145200;5512.5;5512.5;5509.25;5509.75;125
20240612 145300;5510;5510;5508.75;5508.75;116
20240612 145400;5509;5510.5;5508.75;5509;77
20240612 145500;5509.25;5509.5;5507.25;5508;56
20240612 145600;5507.75;5510;5506.75;5509.25;133
20240612 145700;5509.25;5509.75;5507.5;5508.25;90
20240612 145800;5508.5;5508.5;5507.25;5507.5;82
20240612 145900;5507.5;5508.75;5507.25;5507.75;50
20240612 150000;5507.75;5510;5507.75;5509.75;44
20240612 150100;5510;5510.5;5508.5;5509.75;66
20240612 150200;5509.25;5510.25;5508.75;5510.25;83
20240612 150300;5510;5510.25;5509.25;5510;108
20240612 150400;5510;5511;5509.75;5510.75;68
20240612 150500;5510.75;5510.75;5510;5510;35
20240612 150600;5510.25;5511.5;5510;5510.75;31
20240612 150700;5510.75;5511.75;5509.25;5511.75;46
20240612 150800;5511.75;5512;5511;5511.25;49
20240612 150900;5510.75;5512;5510.75;5511.5;40
20240612 151000;5511.5;5512;5510.75;5511.5;61
20240612 151100;5511.25;5511.5;5509.75;5510;48
20240612 151200;5510.75;5510.75;5509;5509.5;38
20240612 151300;5509.5;5509.5;5508.5;5509.25;59
20240612 151400;5509.25;5509.25;5508.25;5508.5;23
20240612 151500;5508.25;5508.5;5506.75;5507.5;46
20240612 151600;5507.25;5507.75;5504.5;5505.5;237
20240612 151700;5506.25;5508.5;5506.25;5507.25;55
20240612 151800;5507.5;5508.5;5507;5508.5;43
20240612 151900;5508.25;5509;5507.75;5508.75;35
20240612 152000;5508.75;5510;5508.75;5510;65
20240612 152100;5509.5;5510.5;5509.25;5510.5;41
20240612 152200;5510.5;5512.75;5510.5;5511.75;107
20240612 152300;5511.5;5512.5;5510.75;5512.5;47
20240612 152400;5512;5512;5510.75;5510.75;121
20240612 152500;5510.75;5511.5;5510.25;5511.25;38
20240612 152600;5511;5511;5509;5510;92
20240612 152700;5510.25;5510.75;5510.25;5510.25;33
20240612 152800;5510;5510.75;5508.75;5510.75;35
20240612 152900;5510.5;5510.75;5510.25;5510.25;24
20240612 153000;5510.25;5511.5;5510.25;5511.5;29
20240612 153100;5511.25;5511.5;5509.75;5510;29
20240612 153200;5510.25;5510.75;5509.25;5510.25;163
20240612 153300;5510;5510.5;5509;5510.25;750
20240612 153400;5510;5510;5509;5509.25;64
20240612 153500;5509;5510;5508;5509.5;60
20240612 153600;5509.25;5509.25;5507.75;5508.5;51
20240612 153700;5508.25;5508.5;5507.25;5508.5;48
20240612 153800;5508.25;5508.25;5507.5;5508.25;31
20240612 153900;5508.25;5508.75;5507.5;5508.5;16
20240612 154000;5508.25;5509;5507.75;5508.75;24
20240612 154100;5508;5508.75;5508;5508.5;26
20240612 154200;5508.5;5510.25;5508.5;5510.25;139
20240612 154300;5509.75;5510.5;5509.5;5509.75;34
20240612 154400;5509.5;5509.5;5509;5509;31
20240612 154500;5509;5509;5507.25;5507.25;28
20240612 154600;5507;5507;5506;5507;32
20240612 154700;5506.75;5506.75;5506;5506.25;12
20240612 154800;5506;5506.75;5505.5;5506.25;55
20240612 154900;5506.5;5507.25;5506.25;5506.25;22
20240612 155000;5506.25;5507;5506.25;5507;4
20240612 155100;5506.75;5506.75;5504.75;5505.25;49
20240612 155200;5504.5;5506.25;5504;5505.25;32
20240612 155300;5505.5;5507.5;5505.25;5507.5;67
20240612 155400;5507.5;5508.25;5507.5;5508;19
20240612 155500;5508.25;5508.25;5507;5507.5;32
20240612 155600;5507.25;5508.25;5507;5508;59
20240612 155700;5508.25;5508.5;5507.5;5508.5;27
20240612 155800;5509;5510;5508.75;5509.5;59
20240612 155900;5509.25;5509.25;5508;5508;41
20240612 160000;5508;5508.75;5508;5508.75;14
20240612 160100;5508.5;5508.5;5506;5506.5;27
20240612 160200;5506.75;5507.25;5506;5507.25;10
20240612 160300;5506.25;5508;5506;5507.5;27
20240612 160400;5508;5508;5507.5;5508;18
20240612 160500;5507.75;5507.75;5507.25;5507.5;8
20240612 160600;5507.5;5508;5507.5;5507.75;21
20240612 160700;5507.75;5508.25;5507.75;5508.25;8
20240612 160800;5508.25;5509.25;5507.75;5509.25;34
20240612 160900;5509.25;5509.5;5508.75;5509;15
20240612 161000;5508.75;5510;5508.75;5509;27
20240612 161100;5508.75;5509.5;5508.25;5508.5;29
20240612 161200;5508.75;5508.75;5507.25;5507.25;17
20240612 161300;5507.5;5507.5;5506.75;5507.5;18
20240612 161400;5507;5507.5;5506.75;5507.25;10
20240612 161500;5507;5507;5506;5506;16
20240612 161600;5506.25;5506.75;5505.75;5505.75;31
20240612 161700;5505.75;5506.5;5505.5;5506.5;29
20240612 161800;5506.25;5507.25;5506.25;5507;19
20240612 161900;5507.5;5507.5;5507.25;5507.25;15
20240612 162000;5507;5508;5507;5507.25;19
20240612 162100;5506.75;5508;5506.75;5507;27
20240612 162200;5506.5;5506.75;5505.25;5505.25;25
20240612 162300;5505;5505.25;5504.5;5505;50
20240612 162400;5505;5505;5504.25;5504.5;46
20240612 162500;5504.5;5505.5;5504.25;5505.5;31
20240612 162600;5505;5505.75;5505;5505.25;12
20240612 162700;5505.25;5505.75;5505;5505;11
20240612 162800;5505.25;5505.75;5504.75;5505.25;21
20240612 162900;5505.25;5505.25;5503.75;5504;32
20240612 163000;5504;5505;5503.75;5503.75;41
20240612 163100;5504;5504.25;5503.25;5504.25;36
20240612 163200;5504.75;5506;5504.5;5506;29
20240612 163300;5506.25;5506.25;5505.25;5506;46
20240612 163400;5506;5506;5504.5;5504.5;10
20240612 163500;5504.25;5504.5;5503.75;5504.25;14
20240612 163600;5504.5;5504.5;5503.75;5504.25;18
20240612 163700;5504;5504.25;5503.5;5503.5;15
20240612 163800;5503.5;5504.5;5503.25;5504.5;27
20240612 163900;5504.25;5504.75;5503.5;5504;17
20240612 164000;5503.75;5504.75;5503.75;5503.75;15
20240612 164100;5503.75;5504.5;5503.75;5504.5;8
20240612 164200;5504.75;5504.75;5504.5;5504.75;23
20240612 164300;5504.5;5505;5504.5;5504.5;21
20240612 164400;5505.75;5506.25;5505.75;5506;14
20240612 164500;5506.25;5507;5506.25;5506.75;13
20240612 164600;5506.75;5508;5506.75;5508;8
20240612 164700;5507.75;5507.75;5507.25;5507.75;11
20240612 164800;5507.75;5507.75;5507.5;5507.5;14
20240612 164900;5508;5508.25;5507.75;5508;49
20240612 165000;5507.5;5507.5;5506.5;5506.5;29
20240612 165100;5506.5;5506.5;5505;5505.5;76
20240612 165200;5505.25;5506;5505.25;5506;21
20240612 165300;5505.75;5506;5505;5505.25;34
20240612 165400;5505;5505.25;5505;5505.25;13
20240612 165500;5505;5505;5504.5;5504.5;13
20240612 165600;5504.25;5505.5;5504;5505.25;17
20240612 165700;5505.25;5506;5505.25;5505.5;25
20240612 165800;5505.5;5506;5505.25;5506;19
20240612 165900;5506.25;5506.75;5506;5506.5;15
20240612 170000;5506.25;5506.75;5506;5506.75;10
20240612 170100;5507;5507.5;5506;5507.5;12
20240612 170200;5507.5;5509;5507.5;5509;16
20240612 170300;5509;5509;5508.5;5509;13
20240612 170400;5509;5509;5509;5509;3
20240612 170500;5509;5509;5508.75;5509;10
20240612 170600;5509;5509.25;5508.25;5508.25;19
20240612 170700;5508;5508.5;5507.5;5507.75;12
20240612 170800;5507.75;5508.5;5507.75;5508.5;15
20240612 170900;5508.25;5508.75;5508.25;5508.75;3
20240612 171000;5508.5;5508.5;5508.25;5508.25;6
20240612 171100;5508;5508.5;5508;5508.5;6
20240612 171200;5508.25;5508.25;5507.75;5507.75;18
20240612 171300;5508.25;5508.75;5508.25;5508.5;12
20240612 171400;5508.25;5508.5;5508;5508;18
20240612 171500;5507.75;5508.5;5507.75;5508.5;10
20240612 171600;5508.25;5508.5;5507;5508;23
20240612 171700;5508.5;5509.25;5508.5;5509.25;13
20240612 171800;5509.25;5510.25;5509.25;5510.25;32
20240612 171900;5510.25;5510.5;5509.5;5509.5;9
20240612 172000;5509.75;5509.75;5509.25;5509.25;10
20240612 172100;5509.75;5509.75;5509.25;5509.75;11
20240612 172200;5509.75;5510.25;5509.5;5510.25;9
20240612 172300;5510.5;5511;5510.5;5510.5;19
20240612 172400;5510.5;5510.5;5510;5510;7
20240612 172500;5510;5510.5;5510;5510.25;16
20240612 172600;5510.5;5511.25;5510.25;5511.25;85
20240612 172700;5511.5;5512.25;5511.5;5511.75;28
20240612 172800;5511.25;5511.25;5510.25;5510.25;39
20240612 172900;5510;5510;5509.25;5509.5;20
20240612 173000;5509.25;5509.25;5508;5508;33
20240612 173100;5507.75;5507.75;5504;5504.75;58
20240612 173200;5504.5;5505;5503;5503.25;66
20240612 173300;5502.75;5503.25;5500.75;5501;194
20240612 173400;5500.5;5503.75;5500.5;5503.75;44
20240612 173500;5503.5;5504.75;5503.5;5504.25;24
20240612 173600;5505;5506.75;5505;5506.75;27
20240612 173700;5506.25;5506.5;5505.75;5505.75;22
20240612 173800;5506;5506;5505.25;5505.25;18
20240612 173900;5505;5505;5504.5;5505;20
20240612 174000;5505;5505.25;5504.75;5505.25;12
20240612 174100;5505;5505.75;5504.75;5505.25;25
20240612 174200;5506;5506;5504.75;5504.75;21
20240612 174300;5504.5;5505;5504.5;5504.5;31
20240612 174400;5505;5505;5504;5504.5;19
20240612 174500;5503.5;5503.75;5501.25;5501.5;14
20240612 174600;5501.5;5503.25;5501.5;5502.75;37
20240612 174700;5502.5;5503.25;5501.75;5502;39
20240612 174800;5501.75;5502.25;5501.5;5502;30
20240612 174900;5501.75;5502.75;5501.25;5502.5;35
20240612 175000;5502.5;5503.25;5502.5;5503;37
20240612 175100;5502.5;5503.25;5502.5;5502.75;19
20240612 175200;5502;5502.5;5501.25;5501.5;36
20240612 175300;5502;5504.75;5502;5504.25;62
20240612 175400;5504.25;5505;5504;5504.5;36
20240612 175500;5504.5;5505.75;5504.5;5505;22
20240612 175600;5504.75;5505.75;5504.5;5505.75;17
20240612 175700;5505.75;5505.75;5505.5;5505.5;3
20240612 175800;5505;5505.25;5504.25;5504.25;9
20240612 175900;5504.5;5504.5;5504.5;5504.5;5
20240612 180000;5504.25;5506.25;5503.75;5506.25;12
20240612 180100;5503.25;5503.25;5487.5;5496;400
20240612 180200;5492.25;5499.5;5491.75;5498.5;211
20240612 180300;5497.25;5505.5;5497.25;5501.25;257
20240612 180400;5500.75;5501.25;5495.25;5499.25;224
20240612 180500;5499.5;5500.25;5495;5495;181
20240612 180600;5495.25;5500.5;5495;5497.75;202
20240612 180700;5497.5;5500.75;5495.25;5495.25;108
20240612 180800;5495;5496.5;5493.75;5494.75;253
