tag,side,entry_ts,exit_ts,entry_px,exit_px,stop_px,target_px,exit_reason,hold_bars_actual,pnl_pts,pnl_usd
HOLD_24H_22UTC_LONG,LONG,2024-03-10 22:23:00+00:00,2024-03-12 00:14:00+00:00,17986.367,18022.732,,,timeout,1440,36.3650000000016,71.9900000000032
HOLD_24H_22UTC_LONG,LONG,2024-03-11 22:00:00+00:00,2024-03-12 23:57:00+00:00,17990.022,18218.338,,,timeout,1440,228.3159999999989,455.8919999999978
HOLD_24H_22UTC_LONG,LONG,2024-03-12 22:00:00+00:00,2024-03-13 23:57:00+00:00,18207.712,18120.228,,,timeout,1440,-87.48400000000038,-175.70800000000077
HOLD_24H_22UTC_LONG,LONG,2024-03-13 22:00:00+00:00,2024-03-15 00:00:00+00:00,18091.028,17991.584,,,timeout,1440,-99.4439999999995,-199.62799999999902
HOLD_24H_22UTC_LONG,LONG,2024-03-14 22:00:00+00:00,2024-03-18 00:01:00+00:00,18005.412,17830.878,,,timeout,1440,-174.53399999999965,-349.8079999999993
HOLD_24H_22UTC_LONG,LONG,2024-03-17 22:07:00+00:00,2024-03-18 23:57:00+00:00,17848.178,17945.05,,,timeout,1440,96.87199999999939,193.00399999999877
HOLD_24H_22UTC_LONG,LONG,2024-03-18 22:00:00+00:00,2024-03-19 23:54:00+00:00,17965.0,18024.428,,,timeout,1440,59.427999999999884,118.11599999999977
HOLD_24H_22UTC_LONG,LONG,2024-03-19 22:00:00+00:00,2024-03-20 23:56:00+00:00,18022.401,18330.544,,,timeout,1440,308.14300000000003,615.546
HOLD_24H_22UTC_LONG,LONG,2024-03-20 22:00:00+00:00,2024-03-21 23:58:00+00:00,18292.128,18350.761,,,timeout,1440,58.63299999999799,116.52599999999599
HOLD_24H_22UTC_LONG,LONG,2024-03-21 22:00:00+00:00,2024-03-24 23:57:00+00:00,18341.406,18350.55,,,timeout,1440,9.144000000000233,17.548000000000467
HOLD_24H_22UTC_LONG,LONG,2024-03-24 22:06:00+00:00,2024-03-25 23:58:00+00:00,18341.619,18311.056,,,timeout,1440,-30.562999999998283,-61.86599999999657
HOLD_24H_22UTC_LONG,LONG,2024-03-25 22:00:00+00:00,2024-03-26 23:58:00+00:00,18303.533,18263.033,,,timeout,1440,-40.5,-81.74
