tag,side,entry_ts,exit_ts,entry_px,exit_px,stop_px,target_px,exit_reason,hold_bars_actual,pnl_pts,pnl_usd
HOLD_16H_22UTC_LONG,LONG,2024-03-10 22:23:00+00:00,2024-03-11 14:23:00+00:00,17986.367,17884.294,,,timeout,960,-102.07299999999668,-204.88599999999337
HOLD_16H_22UTC_LONG,LONG,2024-03-11 22:00:00+00:00,2024-03-12 14:06:00+00:00,17990.022,18063.783,,,timeout,960,73.7609999999986,146.7819999999972
HOLD_16H_22UTC_LONG,LONG,2024-03-12 22:00:00+00:00,2024-03-13 14:06:00+00:00,18207.712,18076.633,,,timeout,960,-131.0789999999979,-262.8979999999958
HOLD_16H_22UTC_LONG,LONG,2024-03-13 22:00:00+00:00,2024-03-14 14:06:00+00:00,18091.028,18006.289,,,timeout,960,-84.73899999999776,-170.21799999999553
HOLD_16H_22UTC_LONG,LONG,2024-03-14 22:00:00+00:00,2024-03-15 14:09:00+00:00,18005.412,17822.133,,,timeout,960,-183.27899999999863,-367.2979999999973
HOLD_16H_22UTC_LONG,LONG,2024-03-17 22:07:00+00:00,2024-03-18 14:07:00+00:00,17848.178,18082.351,,,timeout,960,234.17299999999886,467.6059999999977
HOLD_16H_22UTC_LONG,LONG,2024-03-18 22:00:00+00:00,2024-03-19 14:05:00+00:00,17965.0,17864.539,,,timeout,960,-100.46099999999933,-201.66199999999867
HOLD_16H_22UTC_LONG,LONG,2024-03-19 22:00:00+00:00,2024-03-20 14:04:00+00:00,18022.401,18012.139,,,timeout,960,-10.262000000002445,-21.264000000004888
HOLD_16H_22UTC_LONG,LONG,2024-03-20 22:00:00+00:00,2024-03-21 14:07:00+00:00,18292.128,18401.444,,,timeout,960,109.3159999999989,217.89199999999778
HOLD_16H_22UTC_LONG,LONG,2024-03-21 22:00:00+00:00,2024-03-22 14:06:00+00:00,18341.406,18326.173,,,timeout,960,-15.233000000000175,-31.206000000000348
HOLD_16H_22UTC_LONG,LONG,2024-03-24 22:06:00+00:00,2024-03-25 14:06:00+00:00,18341.619,18242.583,,,timeout,960,-99.03600000000006,-198.81200000000013
HOLD_16H_22UTC_LONG,LONG,2024-03-25 22:00:00+00:00,2024-03-26 14:07:00+00:00,18303.533,18373.283,,,timeout,960,69.75,138.76
HOLD_16H_22UTC_LONG,LONG,2024-03-26 22:00:00+00:00,2024-03-27 14:06:00+00:00,18252.767,18194.239,,,timeout,960,-58.52799999999843,-117.79599999999685
HOLD_16H_22UTC_LONG,LONG,2024-03-27 22:00:00+00:00,2024-03-28 14:07:00+00:00,18291.206,18285.65,,,timeout,960,-5.555999999996857,-11.851999999993714
HOLD_16H_22UTC_LONG,LONG,2024-03-31 22:03:00+00:00,2024-04-01 14:03:00+00:00,18317.38,18360.173,,,timeout,960,42.792999999997846,84.8459999999957
HOLD_16H_22UTC_LONG,LONG,2024-04-01 22:00:00+00:00,2024-04-02 14:06:00+00:00,18287.351,18040.156,,,timeout,960,-247.1949999999997,-495.1299999999994
HOLD_16H_22UTC_LONG,LONG,2024-04-02 22:07:00+00:00,2024-04-03 14:07:00+00:00,18130.9,18157.59,,,timeout,960,26.68999999999869,52.63999999999738
HOLD_16H_22UTC_LONG,LONG,2024-04-03 22:00:00+00:00,2024-04-04 14:06:00+00:00,18189.867,18321.506,,,timeout,960,131.63900000000285,262.5380000000057
HOLD_16H_22UTC_LONG,LONG,2024-04-04 22:00:00+00:00,2024-04-05 14:06:00+00:00,17901.905,18018.533,,,timeout,960,116.62800000000061,232.5160000000012
HOLD_16H_22UTC_LONG,LONG,2024-04-07 22:06:00+00:00,2024-04-08 14:06:00+00:00,18136.353,18099.572,,,timeout,960,-36.78099999999904,-74.30199999999807
HOLD_16H_22UTC_LONG,LONG,2024-04-08 22:00:00+00:00,2024-04-09 14:11:00+00:00,18124.499,18148.283,,,timeout,960,23.78399999999965,46.8279999999993
HOLD_16H_22UTC_LONG,LONG,2024-04-09 22:07:00+00:00,2024-04-10 14:07:00+00:00,18192.499,17986.573,,,timeout,960,-205.92599999999948,-412.59199999999896
HOLD_16H_22UTC_LONG,LONG,2024-04-10 22:07:00+00:00,2024-04-11 14:07:00+00:00,17987.101,18050.378,,,timeout,960,63.27700000000186,125.81400000000373
HOLD_16H_22UTC_LONG,LONG,2024-04-11 22:07:00+00:00,2024-04-12 14:07:00+00:00,18305.016,18112.844,,,timeout,960,-192.17199999999866,-385.08399999999733
HOLD_16H_22UTC_LONG,LONG,2024-04-14 22:07:00+00:00,2024-04-15 14:07:00+00:00,18005.217,18097.95,,,timeout,960,92.73300000000017,184.72600000000034
HOLD_16H_22UTC_LONG,LONG,2024-04-15 22:07:00+00:00,2024-04-16 14:19:00+00:00,17713.933,17746.978,,,timeout,960,33.044999999998254,65.34999999999651
HOLD_16H_22UTC_LONG,LONG,2024-04-16 22:07:00+00:00,2024-04-17 14:07:00+00:00,17748.522,17706.829,,,timeout,960,-41.6929999999993,-84.1259999999986
HOLD_16H_22UTC_LONG,LONG,2024-04-17 22:06:00+00:00,2024-04-18 14:06:00+00:00,17526.116,17464.839,,,timeout,960,-61.27700000000186,-123.29400000000372
HOLD_16H_22UTC_LONG,LONG,2024-04-18 22:08:00+00:00,2024-04-19 14:08:00+00:00,17394.501,17288.766,,,timeout,960,-105.73500000000058,-212.21000000000117
HOLD_16H_22UTC_LONG,LONG,2024-04-21 22:08:00+00:00,2024-04-22 14:08:00+00:00,17080.255,17144.251,,,timeout,960,63.995999999999185,127.25199999999838
